id,title,artist,acousticness,duration,energy,instrumentalness,liveness,loudness,speechiness,valence,danceability,
2Ud3deeqLAG988pfW0Kwcl,All My Friends,LCD Soundsystem ,0.148000002,462267,0.787999988,0.625,0.0977,-5.611000061,0.0425,0.795000017,0.700999975,
7nL0nuLhX6ItOoEq9RpkOO,Left of the Dial - 2008 Remastered Version,The Replacements ,0.00391,223187,0.953000009,0.012,0.179000005,-7.531000137,0.097999997,0.316000015,0.263999999,
2QgWuCtBpNIpl5trmKCxRf,American Pie,Don McLean ,0.600000024,515867,0.509000003,0,0.143999994,-10.89299965,0.062799998,0.497000009,0.52700001,
52dm9op3rbfAkc1LGXgipW,Wild Horses - Remastered,The Rolling Stones ,0.66900003,341773,0.404000014,0.00453,0.080499999,-6.452000141,0.0255,0.152999997,0.370999992,
4fbvXwMTXPWaFyaMWUm9CR,Holocene,Bon Iver ,0.943000019,336613,0.30399999,0.303000003,0.126000002,-14.52000046,0.030200001,0.147,0.375,
4xh7W7tlNMIczFhupCPniY,Go Your Own Way - 2004 Remaster,Fleetwood Mac ,0.0167,223613,0.940999985,7.76E-04,0.068000004,-5.138999939,0.037500001,0.83099997,0.586000025,
5FFowl1Ve4S5OehL6OywSg,Waiting Room,Fugazi ,0.00401,173267,0.726999998,0.860000014,0.157000005,-8.175999641,0.036499999,0.540000021,0.615999997,
4CbUtLtAcgLJ7mAIeooJS8,I Want You Back,The Jackson 5 ,0.492000014,180840,0.542999983,1.29E-05,0.280000001,-12.77700043,0.030300001,0.936999977,0.638999999,
4NtUY5IGzHCaqfZemmAu56,Dancing Queen,ABBA ,0.381999999,230693,0.884000003,0.00166,0.75999999,-6.53000021,0.0403,0.751999974,0.538999975,
272Z4tzaSMMcgrZ0R494S2,Gloria: In Excelsis Deo,Patti Smith ,0.118000001,354320,0.81400001,5.30E-06,0.115000002,-7.364999771,0.194999993,0.411000013,0.421999991,
63T7DJ1AFDD6Bn8VzG6JE8,Paint It  Black,The Rolling Stones ,0.0601,202267,0.800000012,0.0033,0.393000007,-9.241000175,0.109999999,0.591000021,0.469000012,
0X5C4WjQNubRysTkHOubz3,Lovesong,The Cure ,0.338999987,209573,0.813000023,0.898000002,0.224000007,-7.68900013,0.027899999,0.82099998,0.611000001,
4dkoqJrP0L8FXftrMZongF,Across The Universe - Remastered 2009,The Beatles ,0.361000001,228133,0.412,8.68E-05,0.070200004,-11.78800011,0.0287,0.85799998,0.256999999,
0Cfv0FmZBuaG6GuoH2UCes,What A Wonderful World,Israel Kamakawiwo'ole ,0.873000026,270667,0.279000014,8.16E-04,0.118000001,-10.78600025,0.026900001,0.372000009,0.536000013,
0WZZJ0mDKIkLfL0710ssZt,Neighborhood #1 (Tunnels),Arcade Fire ,0.0647,288333,0.737999976,0.0142,0.289999992,-5.565999985,0.032400001,0.210999995,0.282000005,
1c4OpZ2G1MEcEKSknUZjdD,Ceremony - Version 1; 2016 Remastered Version,New Order ,6.44E-05,278760,0.555000007,0.091700003,0.119999997,-9.958000183,0.031199999,0.377000004,0.305999994,
2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston ,0.207000002,291293,0.824000001,3.07E-04,0.088799998,-8.824000359,0.045299999,0.866999984,0.708999991,
4xqw8JSmfNdHLCuT23pHiv,Last Goodbye - Edit,Jeff Buckley ,0.0297,275493,0.845000029,0.00121,0.209000006,-5.68599987,0.044199999,0.495000005,0.492000014,
2Q5wSOwq6BDSu7sSVMNrtT,Rock Lobster,The B-52's ,0.00884,409400,0.882000029,0.0155,0.0506,-8.31499958,0.046799999,0.442000002,0.592000008,
6C4LXC9UFH1IKiHYOp0BiJ,Sunday Bloody Sunday - Remastered 2008,U2 ,0.40200001,279440,0.944000006,5.64E-04,0.037300002,-7.494999886,0.054299999,0.735000014,0.542999983,
3TO7bbrUKrOSPGRTB5MeCz,Time,Pink Floyd ,0.521000028,413947,0.479999989,0.00428,0.178000003,-11.78999996,0.084899999,0.356000006,0.35800001,
5BIMPccDwShpXq784RJlJp,Enter Sandman,Metallica ,0.00206,331573,0.824000001,0.00903,0.059,-8.710000038,0.029999999,0.63499999,0.578999996,
6wVViUl2xSRoDK2T7dMZbR,Bizarre Love Triangle,New Order ,0.080399998,263213,0.88499999,0.745999992,0.099699996,-7.462999821,0.052000001,0.91900003,0.612999976,
4KcH1ZRV2W1q7Flq0QqC76,Blitzkrieg Bop - 2016 Remastered Version,Ramones ,2.69E-04,134467,0.782999992,0.469999999,0.108000003,-2.532999992,0.232999995,0.90200001,0.38499999,
1Eolhana7nKHYpcYpdVcT5,Little Wing,Jimi Hendrix ,0.180999994,145747,0.533999979,0.00278,0.054699998,-8.045000076,0.076800004,0.425999999,0.514999986,
62nQ8UZVqR2RMvkJHkcO2o,Jeremy,Pearl Jam ,0.040399998,318227,0.846000016,0,0.181999996,-6.472000122,0.0438,0.287,0.284999996,
0WVTQp3SOCuMr08jh1jweV,Bring It On Home to Me,Sam Cooke ,0.777999997,162533,0.40200001,0,0.432000011,-8.232999802,0.0305,0.675000012,0.523000002,
6fBwVe6udYdnRqwqo06if8,I Would Die 4 U,Prince ,0.086199999,178987,0.75,3.88E-04,0.202000007,-10.45699978,0.032099999,0.638999999,0.731000006,
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony,The Verve ,0.033500001,357267,0.916999996,0,0.405999988,-6.006000042,0.047899999,0.518000007,0.356000006,
30FURVTCpbKyykjSEQzGkH,Back To Black,Amy Winehouse ,0.123000003,240440,0.725000024,2.68E-05,0.098300003,-3.303999901,0.0392,0.335000008,0.49000001,
1tuwC1Ob5vnYZhvg3zyzJg,Pictures of You,The Cure ,0.00371,448467,0.776000023,0.108999997,0.130999997,-6.480000019,0.031199999,0.495000005,0.483999997,
7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,Guns N' Roses ,0.090099998,356067,0.952000022,0.085699998,0.112000003,-5.321000099,0.052299999,0.624000013,0.44600001,
75FEaRjZTKLhTrFGsfMUXR,Running Up That Hill (A Deal With God),Kate Bush ,0.720000029,298933,0.546999991,0.00314,0.060400002,-13.12300014,0.055,0.196999997,0.629000008,
1v98rfd0an913AzHvMNG8a,Alison,Elvis Costello ,0.718999982,204533,0.316000015,9.44E-06,0.144999996,-10.76299953,0.035700001,0.377000004,0.737999976,
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles ,0.030200001,259947,0.375999987,0.247999996,0.092600003,-11.91300011,0.039299998,0.187000006,0.532999992,
7Me0vOSlJfaPY7Pc4GeItd,Marquee Moon,Television ,0.039099999,638427,0.536000013,0.370999992,0.115999997,-10.82999992,0.038199998,0.731999993,0.49000001,
3dh2LlmeMqKJbzn2WUgt3d,Pride (In The Name Of Love) - Remastered 2009,U2 ,0.0016,228427,0.838999987,3.26E-04,0.601000011,-7.105999947,0.032900002,0.75,0.463999987,
77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered,The Rolling Stones ,0.386999995,265173,0.876999974,6.50E-04,0.038699999,-3.822000027,0.032000002,0.837000012,0.787,
3SdTKo2uVsxFblQjpScoHy,Stand by Me,Ben E. King ,0.569999993,180056,0.305999994,7.07E-06,0.070699997,-9.44299984,0.039299998,0.605000019,0.649999976,
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears ,0.372000009,251489,0.800000012,0.00553,0.112999998,-12.07699966,0.0572,0.569000006,0.638000011,
5G4W4UzaJIpYl0ar95Cs17,Tupelo Honey,Van Morrison ,0.547999978,415040,0.444000006,3.29E-05,0.119000003,-10.09700012,0.037300002,0.514999986,0.569000006,
1CTex49P0iWwzUGsMNjgaV,Strange Fruit,Billie Holiday ,0.989000022,192867,0.043699998,0.148000002,0.209000006,-22.62700081,0.031500001,0.0625,0.312999994,
5YI7v4VBa23fbEt9wuUmkg,Proud Mary,Ike & Tina Turner ,0.495000005,297133,0.395999998,1.40E-06,0.064999998,-13.74100018,0.178000003,0.754000008,0.611000001,
3bE5slaVEfaDreqARl6k4M,Yellow Ledbetter,Pearl Jam ,0.289999992,303587,0.354000002,4.71E-06,0.157000005,-11.30000019,0.0339,0.291999996,0.504000008,
0bRXwKfigvpKZUurwqAlEh,Lovely Day,Bill Withers ,0.291999996,254560,0.651000023,0.00241,0.104999997,-8.267000198,0.032400001,0.70599997,0.689999998,
2G2YzndIA6jeWFPBXhUjh5,Be My Baby,The Ronettes ,0.180999994,160907,0.768999994,0,0.092100002,-7.032000065,0.041999999,0.818000019,0.510999978,
5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith ,0.388000011,266960,0.432999998,9.08E-05,0.331999987,-10.05700016,0.028999999,0.224000007,0.307000011,
7ABE6G4uQxbNtYgVrpBBPA,Close to Me - Remastered,The Cure ,0.0748,203267,0.523999989,0.763999999,0.081900001,-11.12100029,0.115999997,0.961000025,0.725000024,
6ck0CGe9BN9gW5oMmzbhs9,Don't Change,INXS ,2.52E-04,266027,0.883000016,0.462000012,0.0973,-5.625,0.044599999,0.164000005,0.275999993,
2cmRpmO04TLaKPzmAzySYZ,Dance Yrself Clean,LCD Soundsystem ,0.00557,536471,0.611000001,0.725000024,0.039999999,-9.829000473,0.062199999,0.79400003,0.739000022,
2fXKyAyPrEa24c6PJyqznF,Common People,Pulp ,0.00562,351693,0.802999973,5.90E-05,0.072999999,-9.034000397,0.040800001,0.540000021,0.323000014,
15BQ7vEDv2LJuh8TxWIhtd,The Passenger,Iggy Pop ,0.083899997,283360,0.898000002,3.07E-06,0.550000012,-5.382999897,0.054000001,0.745999992,0.495000005,
4TOMI010Sd4ZAX4aZ5TS85,Perfect Day,Lou Reed ,0.744000018,225000,0.26699999,0.00734,0.103,-12.48799992,0.032299999,0.087200001,0.400000006,
2cP37n7TZEe0oBxCbZu0KA,New Slang,The Shins ,0.605000019,231173,0.388999999,0.159999996,0.090499997,-11.54699993,0.0306,0.648999989,0.66900003,
2UVLuddklEVak5PXgC7baA,Groove Is in the Heart,Deee-Lite ,0.0153,231787,0.880999982,0.0196,0.085100003,-4.052999973,0.070100002,0.924000025,0.694000006,
6ek9SiEj5a65WIs2EV7qiM,Son Of A Preacher Man,Dusty Springfield ,0.537999988,148053,0.430000007,0,0.080200002,-12.32699966,0.224000007,0.640999973,0.404000014,
6L0BBPYeWnaQJeDa0ox0IA,Impossible Germany,Wilco ,0.583999991,357160,0.726999998,0.137999997,0.112999998,-6.394999981,0.0254,0.507000029,0.552999973,
7GqWnsKhMtEW0nzki5o0d8,Killer Queen - Remastered 2011,Queen ,0.340000004,179600,0.64200002,0,0.171000004,-6.494999886,0.0447,0.603999972,0.568000019,
0DAmSYQW9kq9gQNDI002KP,River,Joni Mitchell ,0.978999972,245040,0.151999995,9.07E-05,0.104000002,-13.90100002,0.039500002,0.382999986,0.405000001,
5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,The Smashing Pumpkins ,0.0166,266200,0.787999988,0.588,0.0513,-9.895999908,0.033199999,0.963999987,0.764999986,
0gEyKnHvgkrkBM6fbeHdwK,Linger,The Cranberries ,0.078299999,274707,0.433999985,4.87E-05,0.140000001,-14.91800022,0.0265,0.203999996,0.43900001,
0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remastered Version,David Bowie ,0.165999994,254293,0.449999988,2.06E-06,0.540000021,-10.29800034,0.026699999,0.550000012,0.486000001,
1kiNatIrwDusOZfR29W0LJ,Man in the Mirror - 2012 Remaster,Michael Jackson ,0.519999981,318680,0.811999977,7.91E-05,0.134000003,-5.012000084,0.0381,0.268999994,0.808000028,
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics ,0.226999998,216933,0.711000025,0,0.119999997,-7.498000145,0.0317,0.875,0.691999972,
1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Bill Withers ,0.456999987,125093,0.416000009,1.72E-05,0.118000001,-11.45100021,0.123999998,0.513999999,0.479000002,
0kYUrLVQOfx21xuXu7OGrT,All These Things That I've Done,The Killers ,0.00192,301573,0.74000001,8.97E-06,0.128999993,-6.21999979,0.044799998,0.216999993,0.558000028,
4ELWT1yVHNK5Bo6MOpI4oR,Temptation,New Order ,0.00173,324653,0.741999984,0.060199998,0.237000003,-8.69699955,0.031399999,0.646000028,0.782999992,
3HWxpLKnTlz6jE3Vi5dTF2,I am trying to break your heart,Wilco ,0.317000002,418200,0.536000013,0.0119,0.123000003,-10.90600014,0.026799999,0.42899999,0.467000008,
52vA3CYKZqZVdQnzRrdZt6,The Times They Are A-Changin',Bob Dylan ,0.887000024,192053,0.395999998,0,0.082800001,-7.999000072,0.033199999,0.584999979,0.388999999,
0P2fgmJp3a3PEu808hiQ1Y,Heart Of Glass - Special Mix,Blondie ,0.0145,272267,0.779999971,0.034899998,0.180999994,-8.425000191,0.0309,0.808000028,0.658999979,
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha ,0.017999999,225280,0.90200001,0.00125,0.092799999,-7.638000011,0.054000001,0.875999987,0.573000014,
46dGFTD918NMz1IP1rPJXO,Radio Free Europe,R.E.M. ,0.00589,245200,0.694000006,0.017200001,0.115999997,-14.77600002,0.056400001,0.865999997,0.384000003,
2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman ,0.312999994,296800,0.291999996,0,0.130999997,-15.52299976,0.037,0.194000006,0.711000025,
3R2q3FCnNIw2XhuEbYtYk6,Jungleland,Bruce Springsteen ,0.374000013,575653,0.583999991,0.126000002,0.072999999,-5.984000206,0.033399999,0.182999998,0.298999995,
0lIoY4ZQsdn5QzhraM9o9u,Because the Night,Patti Smith ,0.054200001,204800,0.763000011,0,0.119000003,-7.748000145,0.039099999,0.47299999,0.465999991,
3LcYYV9ozePfgYYmXv0P3r,Fire and Rain,James Taylor ,0.499000013,200579,0.349999994,7.84E-06,0.084399998,-14.47999954,0.035599999,0.360000014,0.611000001,
0b4Vn9aOGowJ3xr4SII7n6,If I Can't Change Your Mind,Sugar ,0.123000003,198933,0.991999984,0.0128,0.140000001,-3.663000107,0.055500001,0.769999981,0.356999993,
6OjaOuFnwihLMAUQAJYDSx,The Only Living Boy in New York - Live at Madison Square Garden  New York  NY - December 2003,Simon & Garfunkel ,0.296000004,243693,0.388999999,4.41E-04,0.786000013,-11.65400028,0.032400001,0.232999995,0.337000012,
6A9mKXlFRPMPem6ygQSt7z,Three Little Birds,Bob Marley & The Wailers ,0.0111,180267,0.481999993,1.57E-06,0.047600001,-10.49300003,0.058800001,0.61500001,0.81400001,
1pjATX7sbd6Y4jMVqIvzHk,Both Sides Now,Joni Mitchell ,0.867999971,345400,0.138999999,0.00149,0.100000001,-13.52200031,0.0317,0.138999999,0.257999986,
3Zw7IDikRhDxRQlRRFZgb8,Fake Empire,The National ,0.143000007,205040,0.769999981,0.901000023,0.073100001,-6.789000034,0.033399999,0.312000006,0.324999988,
2soBvUQBf5rbMj9HIyhzzK,Baby I'm a Star,Prince ,0.0135,264400,0.776000023,9.28E-04,0.698000014,-9.901000023,0.074000001,0.660000026,0.750999987,
1LzNfuep1bnAUR9skqdHCK,Fade Into You,Mazzy Star ,0.245000005,295600,0.330000013,6.79E-04,0.067699999,-13.92500019,0.0275,0.174999997,0.419999987,
1SEmfPdFm2xCjkxxJOXxkC,Stuck Between Stations,The Hold Steady ,0.095600002,250067,0.939999998,2.56E-04,0.127000004,-4.663000107,0.147,0.460999995,0.291000009,
1z3ugFmUKoCzGsI6jdY4Ci,Like a Prayer,Madonna ,0.263999999,342680,0.842000008,2.11E-05,0.180999994,-5.284999847,0.037599999,0.256999999,0.624000013,
0uEp9E98JB5awlA084uaIg,Doo Wop (That Thing),Ms. Lauryn Hill ,0.039299998,320267,0.504999995,0,0.092299998,-8.925999641,0.245000005,0.495000005,0.535000026,
54bm2e3tk8cliUz3VSdCPZ,Master of Puppets (Remastered),Metallica ,6.70E-04,515387,0.828000009,0.421000004,0.153999999,-9.107999802,0.035,0.561999977,0.538999975,
3FzKPS0oVknVlCW3PhxIHl,Debaser,Pixies ,4.27E-04,173173,0.884000003,0.40200001,0.095399998,-11.99499989,0.0425,0.569000006,0.486999989,
7CqleiaEqHVazV19P532X9,Life During Wartime - 2005 Remastered Version,Talking Heads ,0.080600001,221320,0.930000007,0.151999995,0.055799998,-7.364999771,0.035399999,0.967000008,0.800999999,
1Q1b8eVkUPGlpSArl8JAVw,Heart of Gold - 2009 Remaster,Neil Young ,0.188999996,187013,0.458999991,0.0274,0.098999999,-10.43299961,0.0297,0.802999973,0.541000009,
3PzsbWSQdLCKDLxn7YZfkM,I'm on Fire,Bruce Springsteen ,0.588999987,155880,0.44600001,0.029899999,0.072700001,-14.45100021,0.034699999,0.867999971,0.620000005,
7Bo0xLcXWx3pdhqwthqGaz,Chicago,Sufjan Stevens ,0.584999979,364613,0.463,0,0.089199997,-9.656999588,0.030300001,0.446999997,0.578999996,
3FCto7hnn1shUyZL42YgfO,Piano Man,Billy Joel ,0.600000024,336093,0.472000003,3.77E-06,0.317000002,-8.791999817,0.0277,0.430999994,0.333999991,
59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine ,0.0266,313573,0.833000004,0,0.032699998,-4.215000153,0.30399999,0.661000013,0.465999991,
74tc3hLnS8Ym88SVBYYftT,Love Is the Law,The Suburbs ,0.072300002,284267,0.865999997,0.156000003,0.31400001,-5.021999836,0.0748,0.68599999,0.589999974,
4ywWJqYKOwaVVh9xXARWUS,Tangerine - Remaster,Led Zeppelin ,0.085699998,191828,0.398000002,6.02E-05,0.075599998,-12.7670002,0.041200001,0.094800003,0.305999994,
3UzvFIyu5qdRepwJViDwjN,Emmylou,First Aid Kit ,0.469000012,258000,0.611999989,1.44E-04,0.100000001,-5.830999851,0.029300001,0.370999992,0.512000024,
3lAun9V0YdTlCSIEXPvfsY,La Vie en rose,Édith Piaf ,0.981000006,187733,0.277999997,0,0.272000015,-8.595999718,0.030200001,0.338,0.368000001,
3oqJ3POeLfa2TJh6BFLhPM,Gigantic,Pixies ,0.00224,237707,0.707000017,0.377000004,0.075499997,-11.83899975,0.041200001,0.773999989,0.38499999,
0jHkgTtTaqg5LNCiYDQPUB,Let's Get It On,Marvin Gaye ,0.037900001,290960,0.620000005,1.19E-06,0.0559,-10.62899971,0.064800002,0.606999993,0.542999983,
0hDQV9X1Da5JrwhK8gu86p,Maps,Yeah Yeah Yeahs ,4.13E-04,219987,0.939999998,0.541999996,0.552999973,-5.177999973,0.083999999,0.143999994,0.501999974,
6ui6l3ZNvlrGQZArwo8195,God Save The Queen,Sex Pistols ,0.00103,200080,0.907999992,0.00219,0.153999999,-5.419000149,0.0691,0.48300001,0.273999989,
4iwMhMvcTqukn1n3NVjb2N,Holland  1945,Neutral Milk Hotel ,0.039900001,192533,0.887000024,1.57E-04,0.619000018,-4.304999828,0.063600004,0.479999989,0.061700001,
6lFZbCc7pn6Lme1NP7qQqQ,You Can't Always Get What You Want,The Rolling Stones ,0.639999986,448720,0.620000005,6.36E-05,0.252999991,-9.68599987,0.0594,0.472000003,0.319999993,
1L5tZi0izXsi5Kk5OJf4W0,Rehab,Amy Winehouse ,0.0473,213760,0.871999979,1.83E-06,0.395999998,-2.973999977,0.070200004,0.731999993,0.433999985,
1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston ,8.94E-04,285133,0.681999981,0.00217,0.0504,-8.038999557,0.029899999,0.287999988,0.377000004,
2Kz0UMkr3ThKzwmZd73rPA,Pale Blue Eyes - Closet Mix,The Velvet Underground ,0.95599997,341839,0.096100003,3.97E-05,0.101999998,-16.62000084,0.0307,0.25999999,0.623000026,
18GiV1BaXzPVYpp9rmOg0E,Blowin' In the Wind,Bob Dylan ,0.913999975,165427,0.099299997,2.32E-05,0.0605,-20.56699944,0.050900001,0.439999998,0.379999995,
2YodwKJnbPyNKe8XXSE9V7,Lithium,Nirvana ,0.00203,257053,0.649999976,0,0.062199999,-6.335999966,0.037799999,0.486000001,0.680000007,
1W1GpfPujmgp2vQqcpUhtU,Won't Get Fooled Again - Remix,The Who ,0.256000012,513000,0.841000021,0.234999999,0.058400001,-9.836999893,0.045000002,0.270999998,0.702000022,
0cs671lxX2eoDzr2KMuo3N,Here Comes Your Man,Pixies ,0.0451,201693,0.787999988,0.0416,0.116999999,-12.32299995,0.0294,0.869000018,0.663999975,
6Pq9MmkDQYZiiCDpxnvrf6,I Am The Walrus - Remastered 2009,The Beatles ,0.082800001,275867,0.555999994,3.59E-04,0.588999987,-10.53199959,0.0513,0.653999984,0.400999993,
4kflIGfjdZJW4ot2ioixTB,Someone Like You,Adele ,0.89200002,285040,0.330000013,0,0.097499996,-8.251000404,0.0285,0.284999996,0.559000015,
3y4Uza6K58JXQ7RYya8ZI5,Shelter from the Storm,Bob Dylan ,0.412999988,301133,0.240999997,3.51E-05,0.092799999,-17.33699989,0.036600001,0.614000022,0.486000001,
359krpyCKcFF8SFvqWES9L,Wagon Wheel,Old Crow Medicine Show ,0.579999983,232133,0.402999997,0,0.114,-8.211000443,0.0359,0.634000003,0.620999992,
6pnwfWyaWjQiHCKTiZLItr,Shine On You Crazy Diamond (Pts. 1-5),Pink Floyd ,0.771000028,811077,0.294,0.697000027,0.107000001,-11.93799973,0.029100001,0.039700001,0.266000003,
56Z7hbyMrndw1naxb6I5Oi,Reckoner,Radiohead ,0.510999978,290213,0.656000018,0.156000003,0.067900002,-7.438000202,0.0264,0.202999994,0.518000007,
52iyhfd6jgU2wYB8QIYs6t,Windfall - 2015 Remastered,Son Volt ,0.38499999,179520,0.586000025,1.85E-06,0.095899999,-8.211000443,0.031300001,0.526000023,0.388999999,
1hIQPCM3oWXrpnXmgTDaKG,Can't You Hear Me Knocking - Remastered,The Rolling Stones ,0.430000007,436000,0.76700002,0.057100002,0.186000004,-5.100999832,0.043099999,0.675999999,0.55400002,
2QfiRTz5Yc8DdShCxG1tB2,Johnny B. Goode,Chuck Berry ,0.740999997,161560,0.802999973,6.07E-05,0.307000011,-9.12899971,0.074299999,0.968999982,0.533999979,
0F0MA0ns8oXwGw66B2BSXm,Let's Dance - 1999 Remaster,David Bowie ,0.00388,457133,0.703000009,0.204999998,0.163000003,-9.413999557,0.052499998,0.708999991,0.619000018,
0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin ,0.0484,333893,0.90200001,0.130999997,0.405000001,-11.60000038,0.405000001,0.421999991,0.412,
0dhzPXfQUdjNVsjVV7n4iD,(What's So Funny 'Bout) Peace  Love And Understanding,Elvis Costello & The Attractions ,0.00118,212387,0.948000014,0.00818,0.407999992,-7.028999805,0.070900001,0.481999993,0.375,
4gRfV6SEd0cTqeR9ksrbIs,Cinnamon Girl,Neil Young Crazy Horse ,0.0239,180360,0.83099997,9.10E-04,0.105999999,-5.277999878,0.0296,0.735000014,0.63499999,
7ny2ATvjtKszCpLpfsGnVQ,A Hard Rain's A-Gonna Fall,Bob Dylan ,0.91900003,412200,0.197999999,8.71E-04,0.135000005,-18.68099976,0.032699998,0.32100001,0.566999972,
2VNfJpwdEQBLyXajaa6LWT,Burning Down The House (45 Version),Talking Heads ,0.00644,241920,0.870000005,0.0107,0.039900001,-13.14099979,0.057399999,0.555000007,0.778999984,
3g2gQMeeQAEPztiQKMlGSl,El Scorcho,Weezer ,0.0471,243467,0.707000017,0,0.093199998,-4.967999935,0.065899998,0.661000013,0.479000002,
0vz4iTEfsp2lunsRJeMzjj,Astral Weeks,Van Morrison ,0.538999975,426053,0.34799999,3.19E-06,0.143000007,-14.80500031,0.032000002,0.612999976,0.451000005,
2Gy7qnDwt8Z3MNxqat4CsK,Wouldn't It Be Nice - Stereo Mix,The Beach Boys ,0.717999995,153240,0.629000008,3.76E-06,0.128999993,-7.056000233,0.033500001,0.720000029,0.39199999,
2lwwrWVKdf3LR9lbbhnr6R,Float On,Modest Mouse ,0.013,208467,0.888000011,2.23E-06,0.088799998,-4.80700016,0.029300001,0.552999973,0.648999989,
1KsI8NEeAna8ZIdojI3FiT,Hungry Heart,Bruce Springsteen ,0.085699998,199453,0.893999994,0.009,0.157000005,-7.409999847,0.0273,0.972000003,0.640999973,
1Jj6MF0xDOMA3Ut2Z368Bx,Time After Time,Cyndi Lauper ,0.575999975,243067,0.43599999,1.19E-06,0.090800002,-9.321000099,0.028200001,0.324000001,0.723999977,
3YRCqOhFifThpSRFJ1VWFM,November Rain,Guns N' Roses ,0.0163,536067,0.640999973,0.219999999,0.112000003,-9.315999985,0.029100001,0.225999996,0.294,
1OOtq8tRnDM8kG2gqUPjAj,Beat It - Single Version,Michael Jackson ,0.0491,258040,0.866999984,7.98E-06,0.196999997,-3.703999996,0.045699999,0.915000021,0.778999984,
423hwXFgoN8RYmqLoLuVvY,No Woman  No Cry - Live At The Lyceum  London/1975,Bob Marley & The Wailers ,0.261000007,427800,0.657000005,0.020400001,0.736999989,-9.324999809,0.067000002,0.592999995,0.654999971,
1VuBmEauSZywQVtqbxNqka,Beautiful Day,U2 ,0.0144,248067,0.921000004,0.00479,0.381999999,-6.473999977,0.048099998,0.467000008,0.537,
5EWPGh7jbTNO2wakv8LjUI,Free Bird,Lynyrd Skynyrd ,0.076499999,547107,0.843999982,1.80E-04,0.083999999,-8.12100029,0.0572,0.351000011,0.252000004,
0dBatXn1vVUl0jLgXRClwD,Bennie And The Jets - Remastered 2014,Elton John ,0.259000003,322549,0.672999978,7.62E-06,0.497000009,-7.949999809,0.0493,0.778999984,0.665000021,
3Ti0GdlrotgwsAVBBugv0I,Can I Kick It?,A Tribe Called Quest ,0.172999993,251573,0.666000009,6.99E-04,0.128999993,-6.546999931,0.273999989,0.744000018,0.84799999,
3xPKSMgZl4N3rfTyIgSPfa,Fall On Me - 2011 Remaster,R.E.M. ,0.071099997,169920,0.851999998,3.91E-04,0.155000001,-4.864999771,0.0473,0.596000016,0.432000011,
1US01PIcb3RFVrcN8mO8CS,Caravan - 2013 Remaster,Van Morrison ,0.294,300800,0.397000015,7.17E-04,0.049600001,-12.28499985,0.045400001,0.569999993,0.640999973,
4u9f8hqstB7iITDJNzKhQx,My Generation - Stereo Version,The Who ,0.328000009,198707,0.785000026,0.00495,0.062100001,-9.168000221,0.054499999,0.646000028,0.397000015,
2hjGuRIEfEGzQ5MEWLowiU,Cannonball,The Breeders ,0.00915,213693,0.758000016,0.782999992,0.284000009,-9.760000229,0.0407,0.728999972,0.501999974,
6rovOdp3HgK1DeAMYDzoA7,Maggie May,Rod Stewart ,0.559000015,350267,0.574000001,0.112999998,0.068400003,-10.53600025,0.037700001,0.542999983,0.605000019,
7w5cxTEzp1rfV3KCy0Bd5N,Home,Edward Sharpe & The Magnetic Zeros ,0.291999996,303200,0.588999987,5.22E-04,0.177000001,-6.623000145,0.031800002,0.136999995,0.541999996,
3d9DChrdc6BOeFsbrZ3Is0,Under The Bridge,Red Hot Chili Peppers ,0.057599999,264307,0.344999999,1.05E-04,0.141000003,-13.49600029,0.045899998,0.458000004,0.559000015,
2Pr1nZpt8A8WP7QYpyq6L3,Wildflowers,Tom Petty ,0.588,190320,0.314999998,2.29E-05,0.206,-13.78999996,0.027100001,0.574999988,0.537,
2EEinN4Zk8MUv4OQuLsTBj,Age Of Consent - 2015 Remastered Version,New Order ,0.00101,315333,0.910000026,0.094400004,0.129999995,-5.559000015,0.0392,0.755999982,0.372000009,
7LyIoUsiMtelB1I0I4drEF,Modern Love - 1999 Remaster,David Bowie ,3.76E-04,288467,0.888999999,0.00241,0.133000001,-8.192000389,0.041000001,0.961000025,0.314999998,
